,age,birth date,death date,experience,games,name
3944,,,,4,231,Julian Wright
3945,,,,1,16,Luke Zeller
3946,,,,7,293,Alexis Ajinca
3947,,,,2,26,Solomon Alabi
3948,,,,8,339,Cole Aldrich
3949,,,,10,622,Ryan Anderson
3950,,,,9,503,Darrell Arthur
3951,,,,10,692,Nicolas Batum
3952,,,,10,552,Jerryd Bayless
3953,,,,4,182,Rodrigue Beaubois
3954,,,,1,3,Keith Benson
3955,,,,6,302,Patrick Beverley
3956,,,,3,192,Nemanja Bjelica
3957,,,,7,407,Chase Budinger
3958,,,,1,41,Derrick Caracter
3959,,,,9,552,Omri Casspi
3960,,,,1,4,Patrick Christopher
3961,,,,6,261,Earl Clark
3962,,,,3,80,Victor Claver
3963,,,,6,360,Norris Cole
3964,,,,6,281,Jordan Crawford
3965,,,,9,625,Stephen Curry
3966,,,,6,293,Austin Daye
3967,,,,11,771,Kevin Durant
3968,,,,1,41,Kim English
3969,,,,1,37,Vitor Faverani
3970,,,,5,255,Landry Fields
3971,,,,1,10,Courtney Fortson
3972,,,,9,481,Danilo Gallinari
3973,,,,2,90,Diante Garrett
3974,,,,10,561,Eric Gordon
3975,,,,3,49,Andrew Goudelock
3976,,,,4,253,Donte Greene
3977,,,,3,47,Jorge Gutierrez
3978,,,,2,70,Luke Harangody
3979,,,,10,684,Spencer Hawes
3980,,,,8,534,J.J. Hickson
3981,,,,1,24,John Holland
3982,,,,1,8,Dennis Horner
3983,,,,3,80,Dominique Jones
3984,,,,10,750,DeAndre Jordan
3985,,,,1,10,Kris Joseph
3986,,,,1,1,Gani Lawal
3987,,,,5,177,DeAndre Liggins
3988,,,,8,406,Jeremy Lin
3989,,,,10,636,Brook Lopez
3990,,,,10,692,Robin Lopez
3991,,,,10,635,Kevin Love
3992,,,,3,128,Boban Marjanovic
3993,,,,10,558,JaVale McGee
3994,,,,2,35,Gal Mekel
3995,,,,9,523,Patty Mills
3996,,,,3,105,Greg Oden
3997,,,,1,3,Tim Ohlbrecht
3998,,,,7,410,Chandler Parsons
3999,,,,4,50,Dexter Pittman
4000,,,,6,328,Miles Plumlee
4001,,,,6,302,Quincy Pondexter
4002,,,,2,53,Miroslav Raduljica
4003,,,,9,495,Derrick Rose
4004,,,,6,238,Larry Sanders
4005,,,,6,357,Mike Scott
4006,,,,3,182,Alexey Shved
4007,,,,2,4,Xavier Silas
4008,,,,6,356,Kyle Singler
4009,,,,5,218,Donald Sloan
4010,,,,8,486,Ish Smith
4011,,,,2,84,Nolan Smith
4012,,,,4,70,Julyan Stone
4013,,,,4,83,DaJuan Summers
4014,,,,1,3,Pape Sy
4015,,,,9,670,Jeff Teague
4016,,,,7,346,Lance Thomas
4017,,,,4,40,Malcolm Thomas
4018,,,,1,5,Mychel Thompson
4019,,,,8,613,Evan Turner
4020,,,,2,60,Ben Uzoh
4021,,,,2,37,Jarvis Varnado
4022,,,,10,748,Russell Westbrook
4023,,,,2,32,Chris Wright
4024,,,,11,820,Thaddeus Young
4025,,,,6,388,Lavoy Allen
4026,,,,5,247,James Anderson
4027,,,,8,381,Luke Babbitt
4028,,,,6,416,Kent Bazemore
4029,,,,10,583,Michael Beasley
4030,,,,7,424,DeJuan Blair
4031,,,,8,492,Eric Bledsoe
4032,,,,4,318,Bojan Bogdanovic
4033,,,,4,171,MarShon Brooks
4034,,,,7,458,Jimmy Butler
4035,,,,3,49,Dwight Buycks
4036,,,,2,129,Nick Calathes
4037,,,,8,559,Ed Davis
4038,,,,5,286,Dewayne Dedmon
4039,,,,2,127,Malcolm Delaney
4040,,,,9,675,DeMar DeRozan
4041,,,,1,16,Zoran Dragic
4042,,,,3,63,Devin Ebanks
4043,,,,9,525,Tyreke Evans
4044,,,,2,51,Christian Eyenga
4045,,,,3,170,Festus Ezeli
4046,,,,7,441,Kenneth Faried
4047,,,,3,163,Jonny Flynn
4048,,,,5,235,Jimmer Fredette
4049,,,,8,529,Blake Griffin
4050,,,,9,687,James Harden
4051,,,,3,22,Justin Harper
4052,,,,3,75,Josh Harrellson
4053,,,,1,2,Elias Harris
4054,,,,4,93,Manny Harris
4055,,,,2,44,Cory Higgins
4056,,,,5,275,Justin Holiday
4057,,,,2,3,Scotty Hopson
4058,,,,2,98,Robbie Hummel
4059,,,,9,679,Serge Ibaka
4060,,,,2,110,Charles Jenkins
4061,,,,9,555,Brandon Jennings
4062,,,,2,47,Armon Johnson
4063,,,,1,36,JaJuan Johnson
4064,,,,1,4,Omari Johnson
4065,,,,3,103,Orlando Johnson
4066,,,,2,7,Darius Johnson-Odom
4067,,,,1,32,Kevin Jones
4068,,,,1,2,D.J. Kennedy
4069,,,,10,644,Kosta Koufos
4070,,,,2,69,Mindaugas Kuzminskas
4071,,,,7,336,Jon Leuer
4072,,,,1,1,Kalin Lucas
4073,,,,1,18,Josh Magette
4074,,,,1,3,Tony Mitchell
4075,,,,7,462,E'Twaun Moore
4076,,,,7,470,Marcus Morris
4077,,,,7,521,Markieff Morris
4078,,,,5,189,Byron Mullens
4079,,,,2,56,Toure' Murry
4080,,,,5,285,Andrew Nicholson
4081,,,,8,559,Patrick Patterson
4082,,,,1,12,Tibor Pleiss
4083,,,,1,3,Jacob Pullen
4084,,,,6,252,Anthony Randolph
4085,,,,4,189,Robert Sacre
4086,,,,3,109,Samardo Samuels
4087,,,,7,423,Kevin Seraphin
4088,,,,3,202,Jonathon Simmons
4089,,,,3,148,Chris Singleton
4090,,,,3,132,Jeffery Taylor
4091,,,,7,473,Isaiah Thomas
4092,,,,1,19,Willie Warren
4093,,,,6,271,Hassan Whiteside
4094,,,,4,109,Elliot Williams
4095,,,,1,3,Chris Wright
4096,,,,6,327,Quincy Acy
4097,,,,8,589,Al-Farouq Aminu
4098,,,,1,14,Chris Babb
4099,,,,2,36,Cameron Bairstow
4100,,,,8,459,Avery Bradley
4101,,,,4,77,Lorenzo Brown
4102,,,,8,535,DeMarcus Cousins
4103,,,,5,291,Robert Covington
4104,,,,1,39,Torrey Craig
4105,,,,6,463,Jae Crowder
4106,,,,4,118,Seth Curry
4107,,,,5,329,Matthew Dellavedova
4108,,,,5,376,Gorgui Dieng
4109,,,,2,22,Larry Drew
4110,,,,4,220,James Ennis
4111,,,,1,7,Carrick Felix
4112,,,,4,186,Tim Frazier
4113,,,,8,527,Paul George
4114,,,,1,9,Drew Gordon
4115,,,,6,467,Draymond Green
4116,,,,4,234,JaMychal Green
4117,,,,5,151,Jordan Hamilton
4118,,,,3,113,Justin Hamilton
4119,,,,8,517,Gordon Hayward
4120,,,,6,391,John Henson
4121,,,,9,585,Jrue Holiday
4122,27.0,1990-07-15,2018-07-06,2,24,Tyler Honeycutt
4123,,,,7,448,Reggie Jackson
4124,,,,1,36,Mike James
4125,,,,2,58,Cory Jefferson
4126,,,,4,147,Chris Johnson
4127,,,,1,63,DeQuan Jones
4128,,,,4,157,Sean Kilpatrick
4129,,,,2,37,Ognjen Kuzmic
4130,,,,1,18,Nicolas Laprovittola
4131,,,,3,36,Malcolm Lee
4132,,,,1,10,Travis Leslie
4133,,,,6,469,Damian Lillard
4134,,,,1,6,Scott Machado
4135,,,,7,399,Shelvin Mack
4136,,,,1,1,Trey McKinney-Jones
4137,26.0,1990-06-20,2017-02-11,1,6,Fab Melo
4138,,,,4,184,Darius Miller
4139,,,,8,589,Greg Monroe
4140,,,,5,248,Donatas Motiejunas
4141,,,,2,59,Arnett Moultrie
4142,,,,1,24,Erik Murphy
4143,,,,1,17,Kevin Murphy
4144,,,,1,13,James Nunnally
4145,,,,6,398,Kyle O'Quinn
4146,,,,3,51,Daniel Orton
4147,,,,2,69,Kostas Papanikolaou
4148,,,,5,389,Mason Plumlee
4149,,,,3,152,Willie Reed
4150,,,,7,430,Ricky Rubio
4151,,,,7,384,Iman Shumpert
4152,,,,4,135,Henry Sims
4153,,,,1,24,Peyton Siva
4154,,,,1,4,James Southerland
4155,,,,1,3,D.J. Stephens
4156,,,,8,440,Lance Stephenson
4157,,,,2,61,Tyshawn Taylor
4158,,,,1,24,Trey Thompkins
4159,,,,7,537,Klay Thompson
4160,,,,3,162,Jan Vesely
4161,,,,7,456,Nikola Vucevic
4162,,,,7,523,Kemba Walker
4163,,,,8,541,John Wall
4164,,,,1,9,Casper Ware
4165,,,,1,2,David Wear
4166,,,,2,68,Travis Wear
4167,,,,3,66,C.J. Wilcox
4168,,,,1,38,C.J. Williams
4169,,,,1,43,Jordan Williams
4170,,,,1,15,Jamil Wilson
4171,,,,5,206,Jeff Withey
4172,,,,6,406,Tyler Zeller
4173,,,,1,41,Furkan Aldemir
4174,,,,6,395,Will Barton
4175,,,,1,2,Jerrelle Benimon
4176,,,,4,220,Tarik Black
4177,,,,5,209,Reggie Bullock
4178,,,,7,365,Alec Burks
4179,,,,5,205,Isaiah Canaan
4180,,,,5,287,Michael Carter-Williams
4181,,,,1,8,Will Cherry
4182,,,,2,30,Rakeem Christmas
4183,,,,5,270,Ian Clark
4184,,,,1,32,Kyle Collinsworth
4185,,,,2,23,Jack Cooley
4186,,,,4,84,Jared Cunningham
4187,,,,5,241,Troy Daniels
4188,,,,2,78,Brandon Davies
4189,,,,1,4,Andre Dawkins
4190,,,,1,1,Duje Dukan
4191,,,,2,56,Cleanthony Early
4192,,,,3,34,Jarell Eddie
4193,,,,8,556,Derrick Favors
4194,,,,2,24,Jamaal Franklin
4195,,,,4,259,Langston Galloway
4196,,,,2,52,Erick Green
4197,,,,4,186,Joe Harris
4198,,,,1,3,Reggie Hearn
4199,,,,5,185,Xavier Henry
4200,,,,5,261,Solomon Hill
4201,,,,3,76,Josh Huestis
4202,,,,1,8,Pierre Jackson
4203,,,,5,145,John Jenkins
4204,,,,3,143,Perry Jones
4205,,,,7,446,Cory Joseph
4206,,,,4,163,Ryan Kelly
4207,,,,1,5,Alex Kirk
4208,,,,6,382,Brandon Knight
4209,,,,2,100,Doron Lamb
4210,,,,4,208,Joffrey Lauvergne
4211,,,,7,407,Kawhi Leonard
4212,,,,4,160,Kendall Marshall
4213,,,,3,154,Ray McCallum
4214,,,,5,341,CJ McCollum
4215,,,,2,96,Rodney McGruder
4216,,,,2,59,Jordan McRae
4217,,,,6,378,Khris Middleton
4218,,,,4,273,Nikola Mirotic
4219,,,,3,78,Eric Moreland
4220,,,,4,132,Darius Morris
4221,,,,5,243,Mike Muscala
4222,,,,4,233,Shabazz Napier
4223,,,,1,24,Nemanja Nedovic
4224,,,,5,354,Kelly Olynyk
4225,,,,2,40,Lamar Patterson
4226,,,,1,64,Brandon Paul
4227,,,,4,107,Adreian Payne
4228,,,,4,254,Dwight Powell
4229,,,,3,148,Phil Pressey
4230,,,,2,16,Glen Rice
4231,,,,5,295,Andre Roberson
4232,,,,5,313,Thomas Robinson
4233,,,,6,411,Terrence Ross
4234,,,,2,130,Tomas Satoransky
4235,,,,2,38,Josh Selby
4236,,,,2,45,Tornike Shengelia
4237,,,,5,149,Greg Smith
4238,,,,2,27,Russ Smith
4239,,,,5,368,Tony Snell
4240,,,,2,6,David Stockton
4241,,,,4,265,Hollis Thompson
4242,,,,7,519,Tristan Thompson
4243,,,,3,104,Jeremy Tyler
4244,,,,6,365,Dion Waiters
4245,,,,2,29,Maalik Wayns
4246,,,,1,3,Royce White
4247,,,,2,27,Shayne Whittington
4248,,,,7,428,Derrick Williams
4249,,,,3,84,Nate Wolters
4250,,,,1,2,Thanasis Antetokounmpo
4251,,,,1,5,Keith Appling
4252,,,,6,463,Harrison Barnes
4253,,,,2,144,Davis Bertans
4254,,,,1,3,Sim Bhullar
4255,,,,1,42,Khem Birch
4256,,,,7,529,Bismack Biyombo
4257,,,,3,10,Vander Blue
4258,,,,1,78,Bogdan Bogdanovic
4259,,,,2,123,Malcolm Brogdon
4260,,,,3,41,Anthony Brown
4261,,,,1,19,Jabari Brown
4262,,,,3,113,Markel Brown
4263,,,,5,303,Trey Burke
4264,,,,1,64,Semaj Christon
4265,,,,1,3,Coty Clarke
4266,,,,4,301,Jordan Clarkson
4267,,,,2,23,Bryce Cotton
4268,,,,5,301,Allen Crabbe
4269,23.0,1992-08-21,2016-05-28,1,14,Bryce Dejean-Jones
4270,,,,3,152,Cristiano Felicio
4271,,,,6,376,Evan Fournier
4272,,,,1,9,Michael Gbinije
4273,,,,5,325,Rudy Gobert
4274,,,,3,213,Jerian Grant
4275,,,,2,111,P.J. Hairston
4276,,,,1,22,A.J. Hammons
4277,,,,5,338,Tim Hardaway
4278,,,,7,464,Tobias Harris
4279,,,,1,20,Myke Henry
4280,,,,4,248,Rodney Hood
4281,,,,7,441,Kyrie Irving
4282,,,,1,28,Nick Johnson
4283,,,,4,213,Tyler Johnson
4284,,,,5,232,Terrence Jones
4285,,,,7,516,Enes Kanter
4286,,,,1,72,Maxi Kleber
4287,,,,6,356,Jeremy Lamb
4288,,,,4,256,Shane Larkin
4289,,,,2,28,Ricky Ledo
4290,,,,1,15,Damion Lee
4291,,,,1,5,"Walt Lemon, Jr."
4292,,,,6,332,Meyers Leonard
4293,,,,1,30,Sheldon Mac
4294,,,,2,44,Devyn Marble
4295,,,,1,4,Mangok Mathiang
4296,,,,3,238,T.J. McConnell
4297,,,,4,264,Doug McDermott
4298,,,,2,52,Mitch McGary
4299,,,,1,14,Alfonzo McKinnie
4300,,,,3,69,Quincy Miller
4301,,,,1,21,Tony Mitchell
4302,,,,5,278,Shabazz Muhammad
4303,,,,2,20,Xavier Munford
4304,,,,1,32,Maurice Ndour
4305,,,,3,162,Raul Neto
4306,,,,4,141,Lucas Nogueira
4307,,,,1,2,J.J. O'Brien
4308,,,,5,366,Victor Oladipo
4309,,,,2,29,Gary Payton
4310,,,,2,29,Marshall Plumlee
4311,,,,6,408,Austin Rivers
4312,,,,5,269,Jared Sullinger
4313,,,,2,13,Edy Tavares
4314,,,,1,63,Daniel Theis
4315,,,,2,25,Axel Toupane
4316,,,,6,440,Jonas Valanciunas
4317,,,,3,45,Briante Weber
4318,,,,2,41,Okaro White
4319,,,,1,14,Kyle Wiltjer
4320,,,,3,123,Delon Wright
4321,,,,3,127,Joe Young
4322,,,,5,312,Cody Zeller
4323,,,,2,143,Alex Abrines
4324,,,,5,387,Steven Adams
4325,,,,1,18,Kadeem Allen
4326,,,,3,168,Justin Anderson
4327,,,,4,257,Kyle Anderson
4328,,,,1,15,Jamel Artis
4329,,,,2,81,Ron Baker
4330,,,,6,406,Bradley Beal
4331,,,,4,151,Anthony Bennett
4332,,,,1,1,Chris Boucher
4333,,,,2,58,Nicolas Brussino
4334,,,,5,388,Kentavious Caldwell-Pope
4335,,,,3,214,Willie Cauley-Stein
4336,,,,1,7,Gian Clavell
4337,,,,3,155,Pat Connaughton
4338,,,,2,47,Quinn Cook
4339,,,,1,4,Matt Costello
4340,,,,6,410,Anthony Davis
4341,,,,1,6,Branden Dawson
4342,,,,4,185,Spencer Dinwiddie
4343,,,,1,10,Milton Doyle
4344,,,,6,463,Andre Drummond
4345,,,,2,128,Yogi Ferrell
4346,,,,2,102,Dorian Finney-Smith
4347,,,,2,116,Bryn Forbes
4348,,,,1,5,Patricio Garino
4349,,,,2,90,Treveon Graham
4350,,,,1,5,Josh Gray
4351,,,,6,415,Maurice Harkless
4352,,,,1,23,Shaquille Harrison
4353,,,,2,162,Buddy Hield
4354,,,,3,91,Darrun Hilliard
4355,,,,3,156,Richaun Holmes
4356,,,,2,24,Danuel House
4357,,,,3,44,R.J. Hunter
4358,,,,1,8,Grant Jerrett
4359,,,,1,16,Jalen Jones
4360,,,,3,235,Frank Kaminsky
4361,,,,3,95,Sergey Karasev
4362,,,,6,357,Michael Kidd-Gilchrist
4363,,,,5,335,Alex Len
4364,,,,1,18,Shawn Long
4365,,,,4,111,James Michael McAdoo
4366,,,,1,4,Erik McCree
4367,,,,3,148,K.J. McDaniels
4368,,,,5,349,Ben McLemore
4369,,,,1,15,Malcolm Miller
4370,,,,1,1,Naz Mitrou-Long
4371,,,,2,14,Luis Montero
4372,,,,1,48,Abdel Nader
4373,,,,3,192,Larry Nance
4374,,,,2,32,Georges Niang
4375,,,,2,90,David Nwaba
4376,,,,4,147,Johnny O'Bryant
4377,,,,1,69,Royce O'Neale
4378,,,,1,19,Daniel Ochefu
4379,,,,1,5,Marcus Paige
4380,,,,5,343,Otto Porter
4381,,,,3,195,Norman Powell
4382,,,,2,31,Alex Poythress
4383,,,,1,26,Chasson Randle
4384,,,,3,186,Josh Richardson
4385,,,,3,169,JaKarr Sampson
4386,,,,5,352,Dennis Schroder
4387,,,,4,267,Nik Stauskas
4388,,,,3,91,Marquis Teague
4389,,,,1,6,Adonis Thomas
4390,,,,1,9,Jarrod Uthoff
4391,,,,2,134,Denzel Valentine
4392,,,,4,218,T.J. Warren
4393,,,,1,10,James Webb
4394,,,,1,15,Andrew White
4395,,,,3,62,Alan Williams
4396,,,,1,3,Matt Williams
4397,,,,4,145,Tony Wroten
4398,,,,2,32,Jordan Adams
4399,,,,5,393,Giannis Antetokounmpo
4400,,,,1,24,Ryan Arcidiacono
4401,,,,2,64,DeAndre' Bembry
4402,,,,1,13,Jabari Bird
4403,,,,2,18,Joel Bolomboy
4404,,,,4,228,Clint Capela
4405,,,,1,37,Alex Caruso
4406,,,,1,39,Tyler Cavanaugh
4407,,,,1,17,Antonius Cleveland
4408,,,,1,13,Charles Cooke
4409,,,,3,153,Sam Dekker
4410,,,,1,44,Damyean Dotson
4411,,,,2,130,Kris Dunn
4412,,,,2,94,Joel Embiid
4413,,,,4,186,Tyler Ennis
4414,,,,2,47,Marcus Georges-Hunt
4415,,,,4,165,Archie Goodwin
4416,,,,4,303,Jerami Grant
4417,,,,3,173,Montrezl Harrell
4418,,,,4,255,Gary Harris
4419,,,,3,35,Aaron Harrison
4420,,,,2,128,Andrew Harrison
4421,,,,1,9,Nigel Hayes
4422,,,,2,120,Willy Hernangomez
4423,,,,1,18,Isaiah Hicks
4424,,,,1,4,Vince Hunter
4425,,,,1,62,Wesley Iwundu
4426,,,,2,20,Demetrius Jackson
4427,,,,2,21,Brice Johnson
4428,,,,2,70,Jake Layman
4429,,,,2,128,Caris LeVert
4430,,,,3,142,Jarell Martin
4431,,,,1,52,Frank Mason
4432,,,,3,64,Jordan Mickey
4433,,,,4,223,Nerlens Noel
4434,,,,4,238,Jusuf Nurkic
4435,,,,1,73,Semi Ojeleye
4436,,,,3,113,Cameron Payne
4437,,,,4,300,Elfrid Payton
4438,,,,1,14,London Perrantes
4439,,,,1,16,Rodney Purvis
4440,,,,2,19,Tim Quarterman
4441,,,,4,238,Julius Randle
4442,,,,1,5,Xavier Rathan-Mayes
4443,,,,4,172,Glenn Robinson
4444,,,,3,193,Terry Rozier
4445,,,,2,159,Dario Saric
4446,,,,2,49,Wayne Selden
4447,,,,2,136,Pascal Siakam
4448,,,,4,261,Marcus Smart
4449,,,,3,28,Jarnell Stokes
4450,,,,2,71,Isaiah Taylor
4451,,,,1,73,Sindarius Thornwell
4452,,,,1,2,Mike Tobey
4453,,,,2,113,Fred VanVleet
4454,,,,1,30,Tyrone Wallace
4455,,,,2,141,Taurean Waller-Prince
4456,,,,1,3,Jameel Warney
4457,,,,1,17,Derrick White
4458,,,,1,5,Jacob Wiley
4459,,,,2,51,Troy Williams
4460,,,,2,98,Paul Zipser
4461,,,,1,8,Cliff Alexander
4462,,,,1,53,Dwayne Bacon
4463,,,,1,57,Jordan Bell
4464,,,,1,3,Ben Bentil
4465,,,,1,54,Sterling Brown
4466,,,,4,35,Bruno Caboclo
4467,,,,3,162,Dante Exum
4468,,,,2,58,Kay Felder
4469,,,,4,263,Aaron Gordon
4470,,,,1,6,Daniel Hamilton
4471,,,,1,63,Josh Hart
4472,,,,2,87,Juan Hernangomez
4473,,,,3,219,Mario Hezonja
4474,,,,3,175,Rondae Hollis-Jefferson
4475,,,,1,20,Damien Inglis
4476,,,,1,68,Justin Jackson
4477,,,,1,31,Dakari Johnson
4478,,,,3,228,Nikola Jokic
4479,,,,2,25,Damian Jones
4480,,,,1,20,Luke Kornet
4481,,,,1,77,Kyle Kuzma
4482,,,,4,230,Zach LaVine
4483,,,,2,121,Timothe Luwawu-Cabarrot
4484,,,,3,224,Trey Lyles
4485,,,,2,128,Patrick McCaw
4486,,,,3,59,Chris McCullough
4487,,,,1,2,Ben Moore
4488,,,,1,6,Jaylen Morris
4489,,,,1,3,Monte Morris
4490,,,,1,11,Johnathan Motley
4491,,,,3,131,Jahlil Okafor
4492,,,,1,61,Cedi Osman
4493,,,,3,223,Kelly Oubre
4494,,,,4,183,Jabari Parker
4495,,,,1,20,Alec Peters
4496,,,,2,136,Jakob Poeltl
4497,,,,3,199,Bobby Portis
4498,,,,3,186,Kristaps Porzingis
4499,,,,1,21,Davon Reed
4500,,,,1,1,Devin Robinson
4501,,,,1,1,Edmond Sumner
4502,,,,3,246,Karl-Anthony Towns
4503,,,,4,231,Noah Vonleh
4504,,,,1,16,Derrick Walton
4505,,,,2,89,Isaiah Whitehead
4506,,,,4,327,Andrew Wiggins
4507,,,,2,30,Christian Wood
4508,,,,1,33,Guerschon Yabusele
4509,,,,4,95,James Young
4510,,,,2,40,Wade Baldwin
4511,,,,2,84,Malik Beasley
4512,,,,1,19,Antonio Blakeney
4513,,,,3,208,Devin Booker
4514,,,,1,82,Dillon Brooks
4515,,,,2,148,Jaylen Brown
4516,,,,2,98,Deyonta Davis
4517,,,,2,69,Cheick Diallo
4518,,,,1,56,Tyler Dorsey
4519,,,,1,2,PJ Dozier
4520,,,,1,48,Jawun Evans
4521,,,,3,219,Stanley Johnson
4522,,,,3,179,Tyus Jones
4523,,,,1,73,Luke Kennard
4524,,,,2,93,Skal Labissiere
4525,,,,3,124,Kevon Looney
4526,,,,1,1,Tyler Lydon
4527,,,,1,79,Donovan Mitchell
4528,,,,3,187,Emmanuel Mudiay
4529,,,,2,119,Dejounte Murray
4530,,,,2,6,Chinanu Onuaku
4531,,,,1,18,Zhou Qi
4532,,,,2,48,Malachi Richardson
4533,,,,3,191,D'Angelo Russell
4534,,,,2,155,Domantas Sabonis
4535,,,,1,81,Ben Simmons
4536,,,,3,206,Myles Turner
4537,,,,2,132,Tyler Ulis
4538,,,,3,139,Rashad Vaughn
4539,,,,1,22,D.J. Wilson
4540,,,,3,164,Justise Winslow
4541,,,,1,19,Stephen Zimmerman
4542,,,,1,69,Bam Adebayo
4543,,,,1,74,OG Anunoby
4544,,,,1,52,Lonzo Ball
4545,,,,2,125,Dragan Bender
4546,,,,1,15,Thomas Bryant
4547,,,,2,154,Marquese Chriss
4548,,,,1,74,John Collins
4549,,,,1,66,Zach Collins
4550,,,,2,57,Henry Ellenson
4551,,,,1,73,De'Aaron Fox
4552,,,,2,138,Brandon Ingram
4553,,,,1,27,Jonathan Isaac
4554,,,,1,77,Josh Jackson
4555,,,,2,52,Derrick Jones
4556,,,,1,14,Furkan Korkmaz
4557,,,,1,53,T.J. Leaf
4558,,,,2,131,Thon Maker
4559,,,,1,68,Lauri Markkanen
4560,,,,2,163,Jamal Murray
4561,,,,2,39,Georgios Papagiannis
4562,,,,1,1,Justin Patton
4563,,,,1,36,Ivan Rabb
4564,,,,1,32,Kobi Simmons
4565,,,,1,69,Dennis Smith
4566,,,,1,7,Diamond Stone
4567,,,,1,27,Caleb Swanigan
4568,,,,1,32,Ante Zizic
4569,,,,2,81,Ivica Zubac
4570,,,,1,72,Jarrett Allen
4571,,,,1,11,Ike Anigbogu
4572,,,,1,9,Tony Bradley
4573,,,,1,61,Terrance Ferguson
4574,,,,1,14,Markelle Fultz
4575,,,,1,63,Malik Monk
4576,,,,1,78,Frank Ntilikina
4577,,,,1,80,Jayson Tatum
